Icecream_units,Icecream_unit_cost,Nuts_units,Nuts_unit_cost,Total_cost,Variance
20168,7.78,13602,2.78,194721.0,-14721.0
22877,6.66,11006,2.46,179436.0,564.0
21528,7.78,10272,2.44,192552.0,-12552.0
20728,5.38,13863,2.75,149640.0,30360.0
20116,5.52,14189,2.5,146513.0,33487.0
22578,6.72,11396,2.44,179530.0,470.0
21289,5.11,13636,2.29,140013.0,39987.0
24675,6.59,13902,2.46,196807.0,-16807.0
24867,5.98,10580,2.17,171663.0,8337.0
20853,6.41,12547,2.07,159640.0,20360.0
21553,6.4,13678,2.69,174733.0,5267.0
20060,6.84,12310,2.71,170570.0,9430.0
22367,5.89,12286,2.05,156928.0,23072.0
23224,5.31,14340,2.66,161464.0,18536.0
22092,6.94,12861,2.72,188300.0,-8300.0
24593,6.2,11767,2.61,183188.0,-3188.0
23935,7.39,12932,2.62,210761.0,-30761.0
24612,5.67,13942,2.48,174126.0,5874.0
22835,7.46,14852,2.18,202726.0,-22726.0
22652,5.18,14856,2.43,153437.0,26563.0
24267,6.6,10547,2.42,185686.0,-5686.0
23807,6.89,11442,2.53,192978.0,-12978.0
23706,6.01,14252,2.16,173257.0,6743.0
22384,7.56,12266,2.46,199397.0,-19397.0
22393,5.3,11896,2.96,153895.0,26105.0
22603,6.29,11358,2.93,175452.0,4548.0
24871,6.13,12061,2.74,185506.0,-5506.0
22477,7.27,10965,2.34,189066.0,-9066.0
24062,6.02,14810,2.25,178176.0,1824.0
23680,6.68,12012,2.06,182927.0,-2927.0
22693,7.75,13241,2.49,208841.0,-28841.0
21942,5.34,13469,2.52,151112.0,28888.0
21477,7.5,11770,2.77,193680.0,-13680.0
21030,7.31,11605,2.61,184018.0,-4018.0
20523,5.34,12912,2.39,140452.0,39548.0
20317,7.03,12876,2.3,172443.0,7557.0
23463,7.21,11474,2.86,201984.0,-21984.0
24639,6.67,14800,2.94,207854.0,-27854.0
20545,6.83,14573,2.02,169760.0,10240.0
21619,6.68,13148,2.53,177679.0,2321.0
21594,6.74,13855,2.75,183645.0,-3645.0
23973,6.99,12954,2.16,195552.0,-15552.0
20372,7.01,14491,2.13,173674.0,6326.0
22287,6.11,14759,2.13,167610.0,12390.0
22738,5.51,11063,2.0,147412.0,32588.0
22028,6.47,10799,2.27,167035.0,12965.0
20735,6.32,10205,2.95,161150.0,18850.0
23036,5.87,11713,2.54,164972.0,15028.0
20836,6.1,10006,2.19,149013.0,30987.0
20156,5.96,10939,2.85,151306.0,28694.0
23624,5.44,14800,2.84,170547.0,9453.0
20881,6.16,14002,2.29,160692.0,19308.0
24618,7.82,12252,2.98,229024.0,-49024.0
22630,6.96,12060,2.12,183072.0,-3072.0
22200,6.35,14670,2.08,171484.0,8516.0
20946,7.62,12595,2.35,189207.0,-9207.0
23364,6.34,13070,2.33,178581.0,1419.0
22906,7.17,12924,2.92,201974.0,-21974.0
20613,5.92,12191,2.43,151653.0,28347.0
20247,6.58,10729,2.04,155112.0,24888.0
20030,6.13,14130,2.34,155848.0,24152.0
20866,5.9,13435,2.69,159250.0,20750.0
21160,6.64,11044,2.33,166235.0,13765.0
20147,5.67,10790,2.25,138511.0,41489.0
21920,6.48,11988,2.24,168895.0,11105.0
23222,7.65,13035,2.81,214277.0,-34277.0
22486,6.18,14451,2.3,172201.0,7799.0
20906,6.01,10927,2.48,152744.0,27256.0
20174,5.77,13201,2.9,154687.0,25313.0
24205,6.17,10960,2.73,179266.0,734.0
21116,6.91,13278,2.9,184418.0,-4418.0
22989,7.94,10357,2.58,209254.0,-29254.0
22365,7.63,10768,2.8,200795.0,-20795.0
20460,7.25,13274,2.6,182847.0,-2847.0
20704,7.82,13362,2.29,192504.0,-12504.0
24262,7.59,13020,2.74,219823.0,-39823.0
20789,5.66,14303,2.22,149418.0,30582.0
20667,7.19,10588,2.11,170936.0,9064.0
24333,5.73,13943,2.77,178050.0,1950.0
20267,7.35,11573,2.52,178126.0,1874.0
23732,7.15,10355,2.85,199196.0,-19196.0
21342,6.0,14881,2.99,172546.0,7454.0
20782,5.06,14199,2.41,139377.0,40623.0
20542,6.05,10940,2.14,147691.0,32309.0
24429,5.89,11718,2.29,170721.0,9279.0
22146,6.4,14064,2.73,180129.0,-129.0
21943,5.54,12715,2.91,158565.0,21435.0
21762,6.55,10978,2.23,167022.0,12978.0
21600,7.1,12995,2.3,183248.0,-3248.0
23568,6.72,12953,2.19,186744.0,-6744.0
22516,7.62,10096,2.66,198427.0,-18427.0
23979,5.15,10000,2.23,145792.0,34208.0
23287,7.24,14060,2.77,207544.0,-27544.0
21224,7.17,13134,2.53,185405.0,-5405.0
24452,5.22,13823,2.08,156391.0,23609.0
21329,7.47,14285,2.66,197326.0,-17326.0
23541,7.61,11028,2.56,207379.0,-27379.0
21236,7.53,10792,2.87,190880.0,-10880.0
22645,5.31,11719,2.64,151183.0,28817.0
22997,7.72,13128,2.76,213770.0,-33770.0
22169,6.3,11897,2.42,168455.0,11545.0
23757,6.79,11914,2.22,187759.0,-7759.0
23511,6.46,11808,2.16,177386.0,2614.0
24751,7.07,10083,2.77,202919.0,-22919.0
20430,5.11,12843,2.67,138688.0,41312.0
24576,6.37,10769,2.53,183795.0,-3795.0
23872,7.78,12886,2.21,214202.0,-34202.0
24862,5.19,10395,2.84,158556.0,21444.0
20365,6.26,13382,2.86,165757.0,14243.0
21392,5.48,11868,2.14,142626.0,37374.0
24755,5.98,11464,2.14,172568.0,7432.0
24568,7.19,11282,2.39,203608.0,-23608.0
20207,7.6,14051,2.08,182799.0,-2799.0
24748,7.52,11220,2.23,211126.0,-31126.0
23931,6.79,14496,2.15,193658.0,-13658.0
20651,7.78,14529,2.43,195970.0,-15970.0
22380,5.15,13474,2.03,142609.0,37391.0
20389,5.33,12640,2.29,137619.0,42381.0
23341,6.34,13975,2.47,182500.0,-2500.0
24889,7.86,14439,2.48,231436.0,-51436.0
22082,5.5,10866,2.72,151007.0,28993.0
22685,7.57,13784,2.51,206323.0,-26323.0
24357,6.76,11932,2.73,197228.0,-17228.0
24677,5.78,14293,2.11,172791.0,7209.0
20874,6.27,12156,2.83,165281.0,14719.0
24112,5.11,13342,2.92,162171.0,17829.0
22458,5.7,14536,2.7,167258.0,12742.0
22100,5.29,12621,2.24,145180.0,34820.0
20479,5.79,13579,2.54,153064.0,26936.0
21908,7.2,11990,2.89,192389.0,-12389.0
20384,7.27,14911,2.9,191434.0,-11434.0
23919,6.93,12548,2.62,198634.0,-18634.0
21960,5.84,12135,2.02,152759.0,27241.0
21116,5.74,13649,2.24,151780.0,28220.0
23476,5.56,12684,2.39,160841.0,19159.0
21342,5.22,14973,2.89,154677.0,25323.0
24378,6.6,13514,2.66,196842.0,-16842.0
24782,5.12,12046,2.08,151940.0,28060.0
24533,7.77,11441,2.4,218080.0,-38080.0
21806,7.76,11655,2.49,198236.0,-18236.0
22246,5.93,12619,2.4,162204.0,17796.0
24290,5.78,14053,2.54,176091.0,3909.0
24319,5.35,13741,2.88,169681.0,10319.0
24304,6.02,10472,2.5,172490.0,7510.0
21476,6.86,13455,2.25,177599.0,2401.0
24028,7.04,12076,2.94,204661.0,-24661.0
21954,6.0,13333,2.04,158923.0,21077.0
21322,5.46,14712,2.38,151433.0,28567.0
24038,5.29,13084,2.68,162226.0,17774.0
24991,7.34,12173,2.26,210945.0,-30945.0
22308,5.71,12663,2.53,159416.0,20584.0
21485,6.07,14223,2.35,163838.0,16162.0
22776,7.91,11127,2.31,205862.0,-25862.0
22282,6.02,11411,2.62,164034.0,15966.0
22453,7.95,14473,2.33,212223.0,-32223.0
24597,5.43,12060,2.71,166244.0,13756.0
22573,6.58,11454,2.76,180143.0,-143.0
23042,7.05,14510,2.26,195239.0,-15239.0
20235,5.59,12135,2.59,144543.0,35457.0
23441,6.58,12209,2.39,183421.0,-3421.0
21019,5.26,12751,2.31,140015.0,39985.0
21189,7.17,14663,2.31,185797.0,-5797.0
24666,6.38,11878,2.16,183026.0,-3026.0
20917,7.56,11105,2.89,190226.0,-10226.0
21198,7.82,14295,2.8,205794.0,-25794.0
21164,7.71,11064,2.09,186298.0,-6298.0
21287,7.31,10871,2.4,181698.0,-1698.0
24732,6.54,13985,2.9,202304.0,-22304.0
21067,6.2,12115,2.06,155572.0,24428.0
20780,7.42,11307,2.35,180759.0,-759.0
24782,6.92,11323,2.68,201837.0,-21837.0
24117,5.79,13353,2.11,167812.0,12188.0
20862,7.28,13061,2.51,184658.0,-4658.0
21612,6.56,14257,2.34,175136.0,4864.0
21368,5.77,14822,2.08,154123.0,25877.0
22511,6.73,10002,2.3,174504.0,5496.0
21679,6.85,13656,2.49,182505.0,-2505.0
23838,5.98,10530,2.66,170561.0,9439.0
24330,5.15,13570,2.89,164517.0,15483.0
20031,6.81,12104,2.26,163766.0,16234.0
22966,5.17,12818,2.61,152189.0,27811.0
22859,5.45,11884,2.57,155123.0,24877.0
20366,7.33,12651,2.4,179645.0,355.0
24740,7.31,12912,2.76,216487.0,-36487.0
20311,7.98,11449,2.45,190132.0,-10132.0
24433,5.79,13826,2.07,170087.0,9913.0
24505,5.6,14979,2.58,175874.0,4126.0
22574,6.71,12081,2.07,176479.0,3521.0
22915,5.49,12608,2.3,154802.0,25198.0
22051,6.33,12075,2.84,173876.0,6124.0
24991,6.48,11503,2.76,193690.0,-13690.0
22606,5.4,11836,2.5,151662.0,28338.0
20604,7.54,10903,2.32,180649.0,-649.0
21592,5.32,12666,2.09,141341.0,38659.0
22887,6.84,12294,2.24,184086.0,-4086.0
22963,5.34,14143,2.38,156283.0,23717.0
21181,5.2,10110,2.12,131574.0,48426.0
21081,5.44,12017,2.03,139075.0,40925.0
22130,6.88,10827,2.56,179972.0,28.0
22907,5.28,12177,2.4,150174.0,29826.0
20733,5.32,14375,2.97,152993.0,27007.0
22949,5.59,12427,2.23,155997.0,24003.0
22334,6.09,14154,2.72,174513.0,5487.0
22170,7.8,13850,2.97,214060.0,-34060.0
22187,5.72,10230,2.51,152587.0,27413.0
21766,6.79,11379,2.51,176352.0,3648.0
23984,7.69,10869,2.81,214979.0,-34979.0
20230,5.89,14508,2.38,153684.0,26316.0
20356,6.13,13674,2.94,164984.0,15016.0
22249,5.52,12243,2.15,149137.0,30863.0
21954,6.16,10403,2.23,158435.0,21565.0
24729,6.87,14146,2.67,207658.0,-27658.0
22632,5.13,10587,2.01,137382.0,42618.0
23427,5.84,12735,3.0,175019.0,4981.0
21325,7.26,12171,2.09,180257.0,-257.0
21949,7.11,11387,2.17,180767.0,-767.0
21152,5.1,14674,2.84,149549.0,30451.0
20501,5.23,14803,2.99,151481.0,28519.0
21709,7.78,10451,2.07,190530.0,-10530.0
24157,6.25,10387,2.05,172275.0,7725.0
21541,5.72,13687,2.64,159348.0,20652.0
24451,5.49,12719,2.39,164634.0,15366.0
23995,5.0,10402,2.49,145876.0,34124.0
24977,5.59,10563,2.85,169726.0,10274.0
23218,7.39,13908,2.89,211775.0,-31775.0
22577,7.52,14271,2.94,211736.0,-31736.0
20302,6.25,14484,2.71,166139.0,13861.0
23885,5.8,13696,2.98,179347.0,653.0
20973,6.66,12298,2.0,164276.0,15724.0
22183,6.54,11636,2.54,174632.0,5368.0
24344,5.26,13831,2.09,156956.0,23044.0
23599,5.48,12570,2.12,155971.0,24029.0
21062,6.21,11841,2.06,155187.0,24813.0
20005,6.51,10220,2.58,156600.0,23400.0
21114,5.99,10741,2.97,158374.0,21626.0
23376,5.76,14256,2.94,176558.0,3442.0
24241,5.04,11168,2.16,146298.0,33702.0
21228,7.33,11907,2.59,186440.0,-6440.0
21362,7.44,11601,2.95,193156.0,-13156.0
20378,5.31,14471,2.71,147424.0,32576.0
20131,7.46,12609,2.79,185356.0,-5356.0
20583,5.41,11279,2.16,135717.0,44283.0
22210,6.72,10779,2.76,179001.0,999.0
21699,6.5,10780,2.49,167886.0,12114.0
22304,7.67,14564,2.98,214472.0,-34472.0
23688,6.79,10939,3.0,193659.0,-13659.0
24144,5.12,12413,2.82,158622.0,21378.0
23190,5.87,14196,2.75,175164.0,4836.0
23218,5.13,12812,2.03,145117.0,34883.0
22166,7.93,13345,2.77,212742.0,-32742.0
20439,6.76,14740,2.54,175607.0,4393.0
22998,7.85,12780,2.24,209162.0,-29162.0
20402,6.18,11388,2.88,158882.0,21118.0
22134,7.62,12074,2.07,193654.0,-13654.0
21828,7.81,11505,2.05,194062.0,-14062.0
20391,7.86,14233,2.54,196425.0,-16425.0
22235,6.08,14136,2.93,176607.0,3393.0
20008,5.28,11089,2.12,129151.0,50849.0
20011,6.54,13025,2.28,160569.0,19431.0
22484,7.59,12051,2.53,201143.0,-21143.0
24909,6.51,14353,2.81,202490.0,-22490.0
24163,6.18,12291,2.96,185709.0,-5709.0
24749,6.77,10107,2.29,190696.0,-10696.0
23980,7.18,13167,2.86,209834.0,-29834.0
22830,6.5,10532,2.47,174409.0,5591.0
24351,7.43,11658,2.42,209140.0,-29140.0
21474,6.66,12921,2.69,177774.0,2226.0
20565,5.58,10883,2.04,136954.0,43046.0
22407,7.85,11239,2.14,199946.0,-19946.0
22579,6.83,12839,2.53,186697.0,-6697.0
22104,7.85,14247,2.38,207424.0,-27424.0
22225,5.17,12846,2.11,142008.0,37992.0
23467,6.65,12292,2.58,187769.0,-7769.0
24460,6.25,12093,2.1,178270.0,1730.0
21772,7.13,11310,2.99,189051.0,-9051.0
24624,6.51,12698,2.5,192047.0,-12047.0
21499,7.14,14431,2.45,188859.0,-8859.0
22082,5.37,14661,2.38,153474.0,26526.0
24478,6.89,10730,2.82,198912.0,-18912.0
21466,7.34,11504,2.44,185630.0,-5630.0
22011,5.98,10527,2.37,156575.0,23425.0
23978,5.41,11881,2.3,157047.0,22953.0
24069,5.08,13224,2.55,155992.0,24008.0
21319,7.2,14763,2.96,197195.0,-17195.0
23902,7.79,12637,2.88,222591.0,-42591.0
24272,7.54,12232,2.77,216894.0,-36894.0
20836,7.03,11001,2.4,172879.0,7121.0
20992,6.48,12016,2.83,170033.0,9967.0
23381,5.17,11692,2.56,150811.0,29189.0
22638,7.59,14190,2.02,200486.0,-20486.0
22496,7.96,11888,2.73,211522.0,-31522.0
23300,6.59,14854,2.68,193356.0,-13356.0
23447,7.5,12566,2.09,202115.0,-22115.0
21367,6.32,11676,2.51,164346.0,15654.0
23359,7.35,14741,2.34,206183.0,-26183.0
23864,6.43,13361,2.37,185111.0,-5111.0
22528,6.0,13222,2.47,167826.0,12174.0
23016,5.73,12986,2.89,169411.0,10589.0
21846,7.84,13152,2.4,202837.0,-22837.0
21377,5.05,10822,2.95,139879.0,40121.0
23976,6.03,14149,2.5,179948.0,52.0
21958,5.18,10086,2.23,136234.0,43766.0
23593,7.19,14476,2.53,206258.0,-26258.0
22050,6.33,12468,2.62,172243.0,7757.0
23839,5.73,13134,2.95,175343.0,4657.0
24272,5.88,14324,2.88,183972.0,-3972.0
20621,5.69,11598,2.12,141921.0,38079.0
22975,7.82,13922,2.39,212938.0,-32938.0
20818,6.68,13777,2.9,179018.0,982.0
23664,5.38,13376,2.28,157810.0,22190.0
20382,6.47,14524,2.65,170360.0,9640.0
24494,6.51,11706,2.87,193052.0,-13052.0
20122,7.52,10010,2.14,172739.0,7261.0
24737,7.35,10482,2.0,202781.0,-22781.0
24483,5.2,11120,2.13,150997.0,29003.0
23029,6.27,10759,2.88,175378.0,4622.0
23093,7.14,12884,2.66,199155.0,-19155.0
21472,6.07,10316,2.85,159736.0,20264.0
20464,5.09,14675,2.62,142610.0,37390.0
21533,6.06,13479,2.17,159739.0,20261.0
21886,5.72,13962,2.87,165259.0,14741.0
24192,5.69,14871,2.2,170369.0,9631.0
21033,6.58,13432,2.4,170634.0,9366.0
23421,7.44,11651,2.95,208623.0,-28623.0
22769,6.31,11367,2.94,177091.0,2909.0
22022,7.34,14215,2.25,193625.0,-13625.0
22814,6.4,13642,2.54,180660.0,-660.0
20767,5.57,11519,2.14,140323.0,39677.0
20868,5.58,11587,2.94,150509.0,29491.0
20038,5.42,11282,2.4,135683.0,44317.0
20636,6.76,11747,2.56,169572.0,10428.0
20662,7.02,11795,2.89,179135.0,865.0
24329,6.78,10426,2.16,187471.0,-7471.0
22931,6.34,12238,2.81,179771.0,229.0
23866,5.95,14754,2.12,173281.0,6719.0
24764,5.49,14846,2.66,175445.0,4555.0
20617,6.62,10724,2.55,163831.0,16169.0
20928,6.09,13434,2.04,154857.0,25143.0
23283,7.52,11297,2.33,201410.0,-21410.0
20863,7.97,12730,2.3,195557.0,-15557.0
24273,7.24,11145,2.19,200144.0,-20144.0
21764,6.15,12290,2.54,165065.0,14935.0
23503,6.08,13441,2.1,171124.0,8876.0
24266,5.16,13939,2.46,159502.0,20498.0
23545,7.34,13232,2.11,200740.0,-20740.0
23147,5.69,14774,2.57,169676.0,10324.0
24316,7.92,13362,2.62,227591.0,-47591.0
23202,5.54,10052,2.29,151558.0,28442.0
20598,6.61,14788,2.53,173566.0,6434.0
22747,7.4,14427,2.35,202231.0,-22231.0
23764,6.09,11342,2.68,175119.0,4881.0
22831,6.36,12374,2.79,179729.0,271.0
24063,5.73,13931,2.41,171455.0,8545.0
21845,7.17,13084,2.56,190124.0,-10124.0
21526,5.92,13973,2.87,167536.0,12464.0
21713,5.48,13356,2.88,157453.0,22547.0
23495,6.24,12508,2.95,183507.0,-3507.0
20790,6.67,12236,2.82,173175.0,6825.0
20277,7.39,14911,2.31,184291.0,-4291.0
23455,5.87,10553,2.31,162058.0,17942.0
20581,5.72,12669,2.65,151296.0,28704.0
20213,7.99,14774,2.09,192380.0,-12380.0
21492,7.61,13198,2.09,191138.0,-11138.0
22276,7.5,12525,2.09,193247.0,-13247.0
22638,6.68,12310,2.84,186182.0,-6182.0
23215,6.68,13093,2.89,192915.0,-12915.0
21615,6.68,11618,2.48,173201.0,6799.0
21916,7.67,13191,2.16,196588.0,-16588.0
23811,7.24,12634,2.98,210041.0,-30041.0
24108,5.45,10585,2.69,159862.0,20138.0
23867,5.28,11526,2.31,152643.0,27357.0
21689,6.05,14995,2.81,173354.0,6646.0
24051,5.27,13517,2.01,153918.0,26082.0
22127,5.76,12734,2.04,153429.0,26571.0
20405,7.92,10510,2.33,186096.0,-6096.0
22844,7.3,12218,2.95,202804.0,-22804.0
21070,7.95,14964,2.05,198183.0,-18183.0
24051,5.98,12043,2.23,170681.0,9319.0
23595,7.08,13981,2.46,201446.0,-21446.0
24066,6.37,10232,2.62,180108.0,-108.0
24535,6.74,13083,2.13,193233.0,-13233.0
21678,6.61,10613,2.24,167065.0,12935.0
22248,7.71,12036,2.24,198493.0,-18493.0
22660,7.92,14707,2.58,217411.0,-37411.0
22603,6.25,11425,2.66,171659.0,8341.0
21796,7.12,13846,2.8,193956.0,-13956.0
24758,7.17,10216,2.38,201829.0,-21829.0
21566,5.62,11803,2.29,148230.0,31770.0
21564,5.1,11402,2.1,133921.0,46079.0
22823,6.89,14833,2.06,187806.0,-7806.0
20476,6.45,14231,3.0,174763.0,5237.0
21736,5.07,10036,2.69,137198.0,42802.0
23840,7.92,10397,2.12,210854.0,-30854.0
21205,7.73,10429,2.36,188527.0,-8527.0
20132,5.19,13604,2.41,137271.0,42729.0
23072,6.27,10294,2.4,169367.0,10633.0
24073,7.84,10360,2.13,210799.0,-30799.0
23776,5.49,14964,2.47,167491.0,12509.0
24181,6.76,13122,2.59,197450.0,-17450.0
20208,7.33,11440,2.2,173293.0,6707.0
20416,5.91,11761,2.28,147474.0,32526.0
24519,7.69,14648,2.03,218287.0,-38287.0
20713,5.34,13497,2.34,142190.0,37810.0
23451,6.33,13450,2.7,184760.0,-4760.0
20760,5.71,11648,2.94,152785.0,27215.0
20473,6.27,14046,2.99,170363.0,9637.0
23187,5.01,10509,2.14,138656.0,41344.0
21924,6.14,14858,2.51,171907.0,8093.0
21239,6.23,10169,2.54,158148.0,21852.0
21323,5.33,12366,2.5,144567.0,35433.0
20386,6.85,10160,2.56,165654.0,14346.0
20454,7.46,10801,2.02,174405.0,5595.0
20154,7.32,14717,2.3,181376.0,-1376.0
24124,6.61,14286,2.79,199318.0,-19318.0
21816,6.38,14536,2.51,175671.0,4329.0
20463,5.75,13479,2.48,151090.0,28910.0
23287,5.76,12194,2.81,168398.0,11602.0
20498,5.64,10975,2.74,145680.0,34320.0
22480,7.2,12757,2.74,196810.0,-16810.0
24352,5.76,12714,2.83,176248.0,3752.0
20910,7.19,11656,2.07,174471.0,5529.0
24309,7.81,14137,2.9,230851.0,-50851.0
21540,7.43,10502,2.98,191338.0,-11338.0
23165,5.88,14940,2.94,180134.0,-134.0
20107,7.7,10540,2.66,182860.0,-2860.0
24209,7.98,14496,2.12,223919.0,-43919.0
21289,5.52,11741,2.39,145576.0,34424.0
23197,5.82,13140,2.35,165886.0,14114.0
24567,5.36,12554,2.48,162813.0,17187.0
20171,7.49,12607,2.85,187011.0,-7011.0
24391,6.64,14658,2.12,193031.0,-13031.0
21191,6.03,12065,2.21,154445.0,25555.0
22414,6.78,12486,2.96,188925.0,-8925.0
21474,5.29,13884,2.09,142615.0,37385.0
22742,6.44,14609,2.19,178452.0,1548.0
21671,5.3,10209,2.36,138950.0,41050.0
22621,5.51,10173,2.09,145903.0,34097.0
24824,5.67,14299,2.29,173497.0,6503.0
21491,7.98,13991,2.85,211373.0,-31373.0
20425,5.06,12883,2.32,133239.0,46761.0
23745,5.13,13859,2.77,160201.0,19799.0
24927,5.93,13948,2.48,182408.0,-2408.0
21894,7.57,11982,2.69,197969.0,-17969.0
20139,7.18,14965,2.19,177371.0,2629.0
20341,5.16,11376,2.57,134196.0,45804.0
24829,7.37,13062,2.13,210812.0,-30812.0
20768,6.68,14174,2.51,174307.0,5693.0
24544,7.42,10847,2.28,206848.0,-26848.0
21173,7.71,13237,2.59,197528.0,-17528.0
20387,5.94,14042,2.02,149464.0,30536.0
21203,7.38,12444,2.31,185224.0,-5224.0
24414,7.04,13270,2.13,200140.0,-20140.0
22185,7.55,10433,2.7,195666.0,-15666.0
23387,6.71,13063,2.97,195724.0,-15724.0
20525,6.45,12147,2.54,163240.0,16760.0
24965,7.51,11710,2.91,221563.0,-41563.0
21724,6.17,10490,2.1,156066.0,23934.0
22794,6.59,13276,2.51,183535.0,-3535.0
22561,7.98,11408,2.42,207644.0,-27644.0
23530,7.69,10426,2.02,202006.0,-22006.0
20148,6.33,14915,2.11,159007.0,20993.0
24462,7.25,11700,2.8,210110.0,-30110.0
23335,6.29,10123,2.31,170161.0,9839.0
21136,5.64,13960,2.97,160668.0,19332.0
21284,6.23,12718,2.02,158290.0,21710.0
24771,6.72,12640,2.51,198188.0,-18188.0
22229,7.15,14821,2.13,190506.0,-10506.0
21250,5.36,14307,2.31,146949.0,33051.0
23502,5.15,10954,2.5,148420.0,31580.0
22759,7.25,13578,2.52,199219.0,-19219.0
21148,7.03,14517,2.95,191496.0,-11496.0
22140,6.68,13923,2.75,186183.0,-6183.0
24681,5.88,12397,2.61,177480.0,2520.0
21143,6.8,14511,2.24,176277.0,3723.0
20465,6.17,11579,2.3,152901.0,27099.0
21589,6.4,11304,2.94,171403.0,8597.0
22165,5.24,13729,2.71,153350.0,26650.0
21828,5.03,14155,2.7,148013.0,31987.0
23618,5.1,13831,2.81,159317.0,20683.0
24164,5.61,12945,2.06,162227.0,17773.0
23605,6.18,12711,3.0,184012.0,-4012.0
23387,5.16,10968,2.97,153252.0,26748.0
23625,7.49,10863,2.74,206716.0,-26716.0
22699,7.62,13312,2.23,202652.0,-22652.0
23410,7.55,13168,2.79,213484.0,-33484.0
20142,5.09,10968,2.4,128846.0,51154.0
21177,5.79,11907,2.03,146786.0,33214.0
23991,5.5,12765,2.78,167437.0,12563.0
22200,6.15,11957,2.93,171564.0,8436.0
23474,7.32,12863,2.32,201672.0,-21672.0
22103,7.85,14376,2.49,209305.0,-29305.0
24135,5.02,12673,2.25,149672.0,30328.0
23844,5.72,14945,2.73,177188.0,2812.0
22419,5.21,13033,2.91,154729.0,25271.0
24593,5.35,12246,2.51,162310.0,17690.0
23850,6.93,13784,2.82,204151.0,-24151.0
24035,6.5,12557,2.16,183351.0,-3351.0
20395,6.03,10351,2.69,150826.0,29174.0
23036,7.73,11647,2.91,211961.0,-31961.0
22645,6.43,13627,2.18,175314.0,4686.0
20558,5.07,10362,2.52,130341.0,49659.0
24638,6.78,11799,2.84,200555.0,-20555.0
20030,5.25,13017,2.56,138481.0,41519.0
20810,7.82,13264,2.95,201863.0,-21863.0
23500,6.73,10063,2.84,186734.0,-6734.0
21140,5.28,10401,2.87,141470.0,38530.0
24136,6.87,14192,2.53,201720.0,-21720.0
20932,7.5,10786,2.77,186867.0,-6867.0
20545,7.47,12607,2.85,189401.0,-9401.0
23092,5.54,12460,2.2,155342.0,24658.0
24178,5.18,14049,2.25,156852.0,23148.0
21689,5.34,13979,2.14,145734.0,34266.0
20210,7.85,12188,2.37,187534.0,-7534.0
20091,5.54,12121,2.51,141728.0,38272.0
20814,5.57,13871,2.07,144647.0,35353.0
20394,6.3,12356,2.82,163326.0,16674.0
24725,6.6,14359,2.9,204826.0,-24826.0
22589,6.6,14101,2.28,181238.0,-1238.0
23785,6.2,13144,2.53,180721.0,-721.0
22289,6.76,14647,2.77,191246.0,-11246.0
22375,6.62,11019,2.44,175009.0,4991.0
22055,5.11,11832,2.91,147132.0,32868.0
21824,5.5,11356,2.42,147514.0,32486.0
20894,6.35,10708,2.37,158055.0,21945.0
22647,6.06,12624,2.87,173472.0,6528.0
20992,7.6,14035,2.55,195328.0,-15328.0
24737,6.4,11384,2.63,188257.0,-8257.0
20650,7.55,11208,2.6,185048.0,-5048.0
22971,7.61,13083,2.78,211180.0,-31180.0
20166,7.28,12354,2.51,177817.0,2183.0
24964,5.75,13399,2.98,183472.0,-3472.0
21369,7.94,11741,2.45,198435.0,-18435.0
23854,5.76,11718,2.73,169389.0,10611.0
24495,6.61,14405,2.11,192306.0,-12306.0
22537,7.65,14277,2.6,209528.0,-29528.0
22154,6.24,12456,2.89,174239.0,5761.0
24762,6.14,14395,2.55,188746.0,-8746.0
22051,5.22,10049,2.55,140731.0,39269.0
22415,5.63,14531,2.72,165721.0,14279.0
21126,7.82,14975,2.88,208333.0,-28333.0
21929,5.74,14998,2.58,164567.0,15433.0
24913,5.42,14733,2.05,165231.0,14769.0
24918,6.13,10789,2.36,178209.0,1791.0
23607,7.32,10446,2.14,195158.0,-15158.0
23719,7.94,12529,2.94,225164.0,-45164.0
24156,6.16,10498,2.61,176201.0,3799.0
20637,7.1,13778,2.77,184688.0,-4688.0
23248,7.8,12301,2.55,212702.0,-32702.0
22939,6.07,14436,2.28,172154.0,7846.0
21612,5.65,11112,2.29,147554.0,32446.0
20074,7.88,12364,2.81,192926.0,-12926.0
23028,5.84,13738,2.95,175011.0,4989.0
21110,7.46,13389,2.98,197380.0,-17380.0
24590,7.88,13351,2.18,222874.0,-42874.0
21102,6.43,10814,2.85,166506.0,13494.0
20170,6.01,12683,2.63,154578.0,25422.0
22798,7.11,12559,2.49,193366.0,-13366.0
