CustomerID,InvoiceDate,InvoiceNumber,ProductCode,ProductDescription,QuantityPurchased,UnitCost,InvoiceAmount
C1026,06/05/2024,INV45418P,CT8641935,FREEZE-DRIED FRUIT CHIPS,11,8,88
C1027,06/05/2024,INV45418Q,CT8152376,DIY COOKIE MIX,6,14,84
C1027,06/05/2024,INV45418R,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,11,13,143
C1031,06/05/2024,INV45418S,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,6,12,72
C1051,06/05/2024,INV45418T,CT8152376,PLANT-BASED MINI COOKIES,5,9,70
C1064,06/05/2024,INV45418U,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,9,13,117
C1012,07/05/2024,INV45419V,CT8239476,SWEET TOOTH BOX,7,15,105
C1028,07/05/2024,INV45419W,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,14,13,182
C1032,07/05/2024,INV45419X,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,6,13,78
C1046,07/05/2024,INV45419Y,CT8152376,DIY COOKIE MIX,13,14,182
C1049,07/05/2024,INV45419Z,CT8239476,SWEET TOOTH BOX,11,15,165
C1081,07/05/2024,INV45419A,CT3981567,HONEY-ROASTED ALMOND BRITTLE,7,6,42
C1005,08/05/2024,INV45420B,CT3981567,HONEY-ROASTED ALMOND BRITTLE,6,6,36
C1014,08/05/2024,INV45420C,CT3981567,HONEY-ROASTED ALMOND BRITTLE,6,6,36
C1031,08/05/2024,INV45420D,CT4923568,MINI COOKIE POUCH,10,5,50
C1036,08/05/2024,INV45420E,CT3825961,MAPLE-CRUSTED PECANS,15,10,150
C1042,08/05/2024,INV45420F,CT8712654,BROWNIE BITES,10,7,70
C1049,08/05/2024,INV45420G,CT8641935,FREEZE-DRIED FRUIT CHIPS,10,8,80
C1084,08/05/2024,INV45420H,CT8641935,FREEZE-DRIED FRUIT CHIPS,8,8,64
C1009,09/05/2024,INV45421I,CT9564237,PLANT-BASED MINI COOKIES,10,9,90
C1016,09/05/2024,INV45421J,CT8152376,DIY COOKIE MIX,14,14,196
C1020,09/05/2024,INV45421K,CT8239476,SWEET TOOTH BOX,7,15,105
C1031,09/05/2024,INV45421L,CT5347126,GLUTEN-FREE BROWNIE BITES,9,11,99
C1036,09/05/2024,INV45421M,CT4923568,MINI COOKIE POUCH,13,5,65
C1039,09/05/2024,INV45421N,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,11,12,132
C1045,09/05/2024,INV45421O,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,6,13,78
C1053,09/05/2024,INV45421P,CT9564237,PLANT-BASED MINI COOKIES,5,9,45
C1072,09/05/2024,INV45421Q,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,11,12,132
C1078,09/05/2024,INV45421R,CT9564237,PLANT-BASED MINI COOKIES,8,9,72
C1097,09/05/2024,INV45421S,CT9564237,DIY COOKIE MIX,6,14,54
C1099,09/05/2024,INV45421T,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,5,12,60
C1009,10/05/2024,INV45422U,CT8239476,SWEET TOOTH BOX,8,15,120
C1029,10/05/2024,INV45422V,CT8152376,DIY COOKIE MIX,15,14,210
C1035,10/05/2024,INV45422W,CT9564237,PLANT-BASED MINI COOKIES,14,9,126
C1039,10/05/2024,INV45422X,CT4923568,MINI COOKIE POUCH,8,5,40
C1041,10/05/2024,INV45422Y,CT3981567,HONEY-ROASTED ALMOND BRITTLE,7,6,42
C1047,10/05/2024,INV45422Z,CT3981567,HONEY-ROASTED ALMOND BRITTLE,10,6,60
C1056,10/05/2024,INV45422A,CT5347126,GLUTEN-FREE BROWNIE BITES,5,11,55
C1070,10/05/2024,INV45422B,CT8712654,BROWNIE BITES,6,7,42
C1014,11/05/2024,INV45423C,CT8712654,BROWNIE BITES,11,7,77
C1023,11/05/2024,INV45423D,CT3981567,HONEY-ROASTED ALMOND BRITTLE,15,6,90
C1027,11/05/2024,INV45423E,CT3981567,HONEY-ROASTED ALMOND BRITTLE,7,6,42
C1035,11/05/2024,INV45423F,CT9564237,PLANT-BASED MINI COOKIES,8,9,72
C1062,11/05/2024,INV45423G,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,11,12,132
C1070,11/05/2024,INV45423H,CT9564237,PLANT-BASED MINI COOKIES,6,9,54
C1008,12/05/2024,INV45424I,CT8239476,SWEET TOOTH BOX,8,15,120
C1021,12/05/2024,INV45424J,CT4923568,MINI COOKIE POUCH,7,5,35
C1031,12/05/2024,INV45424K,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,6,12,72
C1031,12/05/2024,INV45424L,CT9564237,PLANT-BASED MINI COOKIES,9,9,81
C1032,12/05/2024,INV45424M,CT8641935,FREEZE-DRIED FRUIT CHIPS,11,8,88
C1037,12/05/2024,INV45424N,CT5347126,GLUTEN-FREE BROWNIE BITES,8,11,88
C1052,12/05/2024,INV45424O,CT5347126,GLUTEN-FREE BROWNIE BITES,6,11,66
C1053,12/05/2024,INV45424P,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,4,12,48
C1055,12/05/2024,INV45424Q,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,7,12,84
C1057,12/05/2024,INV45424R,CT5347126,GLUTEN-FREE BROWNIE BITES,10,11,110
C1009,13/05/2024,INV45425S,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,11,13,143
C1026,13/05/2024,INV45425T,CT3825961,MAPLE-CRUSTED PECANS,13,10,130
C1035,13/05/2024,INV45425U,CT4923568,MINI COOKIE POUCH,17,5,85
C1052,13/05/2024,INV45425V,CT4923568,GLUTEN-FREE BROWNIE BITES,10,11,50
C1059,13/05/2024,INV45425W,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,7,12,84
C1065,13/05/2024,INV45425X,CT4923568,MINI COOKIE POUCH,6,5,30
C1069,13/05/2024,INV45425Y,CT8712654,BROWNIE BITES,12,7,84
C1075,13/05/2024,INV45425Z,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,7,13,91
C1002,14/05/2024,INV45426A,CT9564237,GLUTEN-FREE BROWNIE BITES,6,11,54
C1002,14/05/2024,INV45426B,CT8712654,GLUTEN-FREE BROWNIE BITES,7,11,49
C1009,14/05/2024,INV45426C,CT8152376,DIY COOKIE MIX,9,14,126
C1012,14/05/2024,INV45426D,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,9,13,117
C1033,14/05/2024,INV45426E,CT9564237,PLANT-BASED MINI COOKIES,11,9,99
C1051,14/05/2024,INV45426F,CT3825961,PLANT-BASED MINI COOKIES,6,9,60
C1063,14/05/2024,INV45426G,CT8152376,DIY COOKIE MIX,10,14,140
C1070,14/05/2024,INV45426H,CT8641935,FREEZE-DRIED FRUIT CHIPS,7,8,56
C1017,15/05/2024,INV45427I,CT2671398,MINI COOKIE POUCH,6,5,78
C1028,15/05/2024,INV45427J,CT3981567,HONEY-ROASTED ALMOND BRITTLE,11,6,66
C1029,15/05/2024,INV45427K,CT8239476,SWEET TOOTH BOX,13,15,195
C1037,15/05/2024,INV45427L,CT3981567,HONEY-ROASTED ALMOND BRITTLE,9,6,54
C1063,15/05/2024,INV45427M,CT3981567,HONEY-ROASTED ALMOND BRITTLE,8,6,48
C1035,16/05/2024,INV45428N,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,13,13,169
C1045,16/05/2024,INV45428O,CT3825961,MAPLE-CRUSTED PECANS,7,10,70
C1057,16/05/2024,INV45428P,CT3981567,HONEY-ROASTED ALMOND BRITTLE,8,6,48
C1064,16/05/2024,INV45428Q,CT3825961,MAPLE-CRUSTED PECANS,9,10,90
C1074,16/05/2024,INV45428R,CT8152376,DIY COOKIE MIX,5,14,70
C1034,17/05/2024,INV45429S,CT3981567,HONEY-ROASTED ALMOND BRITTLE,10,6,60
C1044,17/05/2024,INV45429T,CT8641935,FREEZE-DRIED FRUIT CHIPS,10,8,80
C1046,17/05/2024,INV45429U,CT8239476,SWEET TOOTH BOX,12,15,180
C1055,17/05/2024,INV45429V,CT4923568,MINI COOKIE POUCH,7,5,35
C1065,17/05/2024,INV45429W,CT8641935,FREEZE-DRIED FRUIT CHIPS,12,8,96
C1067,17/05/2024,INV45429X,CT3825961,MAPLE-CRUSTED PECANS,9,10,90
C1074,17/05/2024,INV45429Y,CT8152376,DIY COOKIE MIX,6,14,84
C1004,18/05/2024,INV45430Z,CT9564237,PLANT-BASED MINI COOKIES,7,9,63
C1011,18/05/2024,INV45430A,CT3981567,HONEY-ROASTED ALMOND BRITTLE,15,6,90
C1012,18/05/2024,INV45430B,CT3981567,HONEY-ROASTED ALMOND BRITTLE,8,6,48
C1014,18/05/2024,INV45430C,CT3981567,HONEY-ROASTED ALMOND BRITTLE,6,6,36
C1014,18/05/2024,INV45430D,CT8712654,BROWNIE BITES,7,7,49
C1024,18/05/2024,INV45430E,CT8712654,BROWNIE BITES,16,7,112
C1028,18/05/2024,INV45430F,CT8712654,BROWNIE BITES,19,7,133
C1030,18/05/2024,INV45430G,CT5347126,GLUTEN-FREE BROWNIE BITES,12,11,132
C1039,18/05/2024,INV45430H,CT8239476,SWEET TOOTH BOX,7,15,105
C1041,18/05/2024,INV45430I,CT8152376,DIY COOKIE MIX,6,14,84
C1065,18/05/2024,INV45430J,CT5347126,GLUTEN-FREE BROWNIE BITES,13,11,143
C1074,18/05/2024,INV45430K,CT8641935,FREEZE-DRIED FRUIT CHIPS,6,8,48
C1023,19/05/2024,INV45431L,CT8152376,DIY COOKIE MIX,11,14,154
C1028,19/05/2024,INV45431M,CT4923568,MINI COOKIE POUCH,15,5,75
C1040,19/05/2024,INV45431N,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,12,13,156
C1042,19/05/2024,INV45431O,CT9564237,PLANT-BASED MINI COOKIES,7,9,63
C1043,19/05/2024,INV45431P,CT8712654,BROWNIE BITES,9,7,63
C1060,19/05/2024,INV45431Q,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,12,12,144
C1067,19/05/2024,INV45431R,CT3981567,HONEY-ROASTED ALMOND BRITTLE,7,6,42
C1071,19/05/2024,INV45431S,CT8152376,MINI COOKIE POUCH,9,5,126
C1074,19/05/2024,INV45431T,CT8152376,DIY COOKIE MIX,6,14,84
C1003,20/05/2024,INV45432U,CT5347126,GLUTEN-FREE BROWNIE BITES,12,11,132
C1007,20/05/2024,INV45432V,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,6,12,72
C1010,20/05/2024,INV45432W,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,16,12,192
C1012,20/05/2024,INV45432X,CT3825961,MAPLE-CRUSTED PECANS,12,10,120
C1036,20/05/2024,INV45432Y,CT8239476,SWEET TOOTH BOX,8,15,120
C1069,20/05/2024,INV45432Z,CT4923568,MINI COOKIE POUCH,9,5,45
C1071,20/05/2024,INV45432A,CT3981567,HONEY-ROASTED ALMOND BRITTLE,8,6,48
C1073,20/05/2024,INV45432B,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,9,12,108
C1023,21/05/2024,INV45433C,CT4923568,MINI COOKIE POUCH,11,5,55
C1030,21/05/2024,INV45433D,CT5347126,GLUTEN-FREE BROWNIE BITES,10,11,110
C1031,21/05/2024,INV45433E,CT9564237,PLANT-BASED MINI COOKIES,11,9,99
C1050,21/05/2024,INV45433F,CT9564237,PLANT-BASED MINI COOKIES,12,9,108
C1055,21/05/2024,INV45433G,CT8152376,DIY COOKIE MIX,6,14,84
C1059,21/05/2024,INV45433H,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,8,12,96
C1071,21/05/2024,INV45433I,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,8,13,104
C1013,22/05/2024,INV45434J,CT3825961,MAPLE-CRUSTED PECANS,8,10,80
C1018,22/05/2024,INV45434K,CT8239476,SWEET TOOTH BOX,9,15,135
C1028,22/05/2024,INV45434L,CT4923568,MINI COOKIE POUCH,12,5,60
C1036,22/05/2024,INV45434M,CT8152376,DIY COOKIE MIX,16,14,224
C1054,22/05/2024,INV45434N,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,10,12,120
C1067,22/05/2024,INV45434O,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,5,13,65
C1070,22/05/2024,INV45434P,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,9,13,117
C1013,23/05/2024,INV45435Q,CT8152376,DIY COOKIE MIX,11,14,154
C1023,23/05/2024,INV45435R,CT8152376,DIY COOKIE MIX,10,14,140
C1042,23/05/2024,INV45435S,CT5347126,GLUTEN-FREE BROWNIE BITES,10,11,110
C1043,23/05/2024,INV45435T,CT5347126,GLUTEN-FREE BROWNIE BITES,10,11,110
C1043,23/05/2024,INV45435U,CT4923568,MINI COOKIE POUCH,10,5,50
C1045,23/05/2024,INV45435V,CT9564237,PLANT-BASED MINI COOKIES,7,9,63
C1046,23/05/2024,INV45435W,CT8239476,SWEET TOOTH BOX,7,15,105
C1052,23/05/2024,INV45435X,CT3825961,GLUTEN-FREE BROWNIE BITES,6,11,60
C1058,23/05/2024,INV45435Y,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,5,12,60
C1058,23/05/2024,INV45435Z,CT8239476,SWEET TOOTH BOX,5,15,75
C1075,23/05/2024,INV45435A,CT3981567,HONEY-ROASTED ALMOND BRITTLE,10,6,60
C1006,24/05/2024,INV45436B,CT9564237,PLANT-BASED MINI COOKIES,10,9,90
C1009,24/05/2024,INV45436C,CT4923568,MINI COOKIE POUCH,8,5,40
C1022,24/05/2024,INV45436D,CT9564237,PLANT-BASED MINI COOKIES,8,9,72
C1026,24/05/2024,INV45436E,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,13,12,156
C1033,24/05/2024,INV45436F,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,14,13,182
C1056,24/05/2024,INV45436G,CT8712654,BROWNIE BITES,8,7,56
C1059,24/05/2024,INV45436H,CT5347126,GLUTEN-FREE BROWNIE BITES,7,11,77
C1060,24/05/2024,INV45436I,CT8152376,DIY COOKIE MIX,9,14,126
C1067,24/05/2024,INV45436J,CT8239476,SWEET TOOTH BOX,6,15,90
C1086,24/05/2024,INV45436K,CT3981567,HONEY-ROASTED ALMOND BRITTLE,5,6,30
C1004,25/05/2024,INV45437L,CT4923568,MINI COOKIE POUCH,7,5,35
C1012,25/05/2024,INV45437M,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,10,12,120
C1013,25/05/2024,INV45437N,CT5347126,GLUTEN-FREE BROWNIE BITES,16,11,176
C1027,25/05/2024,INV45437O,CT8641935,FREEZE-DRIED FRUIT CHIPS,10,8,80
C1037,25/05/2024,INV45437P,CT8152376,DIY COOKIE MIX,10,14,140
C1056,25/05/2024,INV45437Q,CT8152376,DIY COOKIE MIX,7,14,98
C1059,25/05/2024,INV45437R,CT8641935,FREEZE-DRIED FRUIT CHIPS,10,8,80
C1063,25/05/2024,INV45437S,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,9,13,117
C1006,26/05/2024,INV45438T,CT8641935,FREEZE-DRIED FRUIT CHIPS,10,8,80
C1024,26/05/2024,INV45438U,CT8239476,SWEET TOOTH BOX,9,15,135
C1034,26/05/2024,INV45438V,CT3825961,MAPLE-CRUSTED PECANS,11,10,110
C1067,26/05/2024,INV45438W,CT8152376,DIY COOKIE MIX,10,14,140
C1079,26/05/2024,INV45438X,CT5347126,GLUTEN-FREE BROWNIE BITES,6,11,66
C1081,26/05/2024,INV45438Y,CT8152376,DIY COOKIE MIX,8,14,112
C1008,27/05/2024,INV45439Z,CT4923568,MINI COOKIE POUCH,7,5,35
C1011,27/05/2024,INV45439A,CT9564237,PLANT-BASED MINI COOKIES,13,9,117
C1021,27/05/2024,INV45439B,CT5347126,GLUTEN-FREE BROWNIE BITES,10,11,110
C1050,27/05/2024,INV45439C,CT8152376,DIY COOKIE MIX,12,14,168
C1057,27/05/2024,INV45439D,CT8712654,BROWNIE BITES,12,7,84
C1065,27/05/2024,INV45439E,CT8641935,FREEZE-DRIED FRUIT CHIPS,9,8,72
C1004,28/05/2024,INV45440F,CT8641935,FREEZE-DRIED FRUIT CHIPS,7,8,56
C1054,28/05/2024,INV45440G,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,7,12,84
C1060,28/05/2024,INV45440H,CT5347126,GLUTEN-FREE BROWNIE BITES,6,11,66
C1077,28/05/2024,INV45440I,CT8239476,SWEET TOOTH BOX,6,15,90
C1012,29/05/2024,INV45441J,CT8152376,DIY COOKIE MIX,6,14,84
C1028,29/05/2024,INV45441K,CT9564237,PLANT-BASED MINI COOKIES,13,9,117
C1034,29/05/2024,INV45441L,CT8712654,BROWNIE BITES,8,7,56
C1051,29/05/2024,INV45441M,CT8641935,PLANT-BASED MINI COOKIES,7,9,56
C1053,29/05/2024,INV45441N,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,6,13,78
C1057,29/05/2024,INV45441O,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,7,13,91
C1019,30/05/2024,INV45442P,CT8152376,DIY COOKIE MIX,12,14,168
C1042,30/05/2024,INV45442Q,CT8712654,BROWNIE BITES,14,7,98
C1044,30/05/2024,INV45442R,CT8641935,FREEZE-DRIED FRUIT CHIPS,7,8,56
C1046,30/05/2024,INV45442S,CT4923568,MINI COOKIE POUCH,11,5,55
C1055,30/05/2024,INV45442T,CT5347126,GLUTEN-FREE BROWNIE BITES,9,11,99
C1058,30/05/2024,INV45442U,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,4,12,48
C1095,30/05/2024,INV45442V,CT4923568,MINI COOKIE POUCH,5,5,25
C1008,31/05/2024,INV45443W,CT3981567,HONEY-ROASTED ALMOND BRITTLE,11,6,66
C1020,31/05/2024,INV45443X,CT8239476,SWEET TOOTH BOX,8,15,120
C1026,31/05/2024,INV45443Y,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,8,12,96
C1068,31/05/2024,INV45443Z,CT3981567,HONEY-ROASTED ALMOND BRITTLE,8,6,48
C1000,01/06/2024,INV45444A,CT3981567,HONEY-ROASTED ALMOND BRITTLE,7,6,42
C1006,01/06/2024,INV45444B,CT9564237,PLANT-BASED MINI COOKIES,11,9,99
C1011,01/06/2024,INV45444C,CT8239476,SWEET TOOTH BOX,8,15,120
C1012,01/06/2024,INV45444D,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,7,12,84
C1022,01/06/2024,INV45444E,CT2671398,PLANT-BASED MINI COOKIES,15,9,195
C1036,01/06/2024,INV45444F,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,18,12,216
C1002,02/06/2024,INV45445G,CT2671398,GLUTEN-FREE BROWNIE BITES,8,11,104
C1008,02/06/2024,INV45445H,CT5347126,GLUTEN-FREE BROWNIE BITES,5,11,55
C1018,02/06/2024,INV45445I,CT4923568,MINI COOKIE POUCH,8,5,40
C1039,02/06/2024,INV45445J,CT5347126,GLUTEN-FREE BROWNIE BITES,8,11,88
C1042,02/06/2024,INV45445K,CT8152376,DIY COOKIE MIX,11,14,154
C1052,02/06/2024,INV45445L,CT3981567,GLUTEN-FREE BROWNIE BITES,8,11,48
C1062,02/06/2024,INV45445M,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,18,13,234
C1064,02/06/2024,INV45445N,CT3981567,HONEY-ROASTED ALMOND BRITTLE,9,6,54
C1067,02/06/2024,INV45445O,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,6,12,72
C1074,02/06/2024,INV45445P,CT8152376,DIY COOKIE MIX,8,14,112
C1010,03/06/2024,INV45446Q,CT9564237,PLANT-BASED MINI COOKIES,13,9,117
C1016,03/06/2024,INV45446R,CT8152376,DIY COOKIE MIX,7,14,98
C1035,03/06/2024,INV45446S,CT5347126,GLUTEN-FREE BROWNIE BITES,11,11,121
C1039,03/06/2024,INV45446T,CT8641935,FREEZE-DRIED FRUIT CHIPS,8,8,64
C1040,03/06/2024,INV45446U,CT9564237,PLANT-BASED MINI COOKIES,8,9,72
C1042,03/06/2024,INV45446V,CT5347126,GLUTEN-FREE BROWNIE BITES,15,11,165
C1045,03/06/2024,INV45446W,CT8641935,FREEZE-DRIED FRUIT CHIPS,8,8,64
C1046,03/06/2024,INV45446X,CT3825961,MAPLE-CRUSTED PECANS,8,10,80
C1049,03/06/2024,INV45446Y,CT8712654,BROWNIE BITES,6,7,42
C1053,03/06/2024,INV45446Z,CT5347126,GLUTEN-FREE BROWNIE BITES,6,11,66
C1006,04/06/2024,INV45447A,CT8712654,BROWNIE BITES,10,7,70
C1012,04/06/2024,INV45447B,CT9564237,PLANT-BASED MINI COOKIES,9,9,81
C1017,04/06/2024,INV45447C,CT9564237,MINI COOKIE POUCH,4,5,36
C1030,04/06/2024,INV45447D,CT8641935,FREEZE-DRIED FRUIT CHIPS,8,8,64
C1031,04/06/2024,INV45447E,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,8,12,96
C1032,04/06/2024,INV45447F,CT8152376,DIY COOKIE MIX,8,14,112
C1048,04/06/2024,INV45447G,CT8239476,SWEET TOOTH BOX,7,15,105
C1055,04/06/2024,INV45447H,CT3825961,MAPLE-CRUSTED PECANS,6,10,60
C1081,04/06/2024,INV45447I,CT5347126,GLUTEN-FREE BROWNIE BITES,8,11,88
C1000,05/06/2024,INV45448J,CT5347126,GLUTEN-FREE BROWNIE BITES,5,11,55
C1012,05/06/2024,INV45448K,CT3981567,HONEY-ROASTED ALMOND BRITTLE,6,6,36
C1017,05/06/2024,INV45448L,CT3981567,PLANT-BASED MINI COOKIES,4,9,24
C1024,05/06/2024,INV45448M,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,14,12,168
C1026,05/06/2024,INV45448N,CT3981567,HONEY-ROASTED ALMOND BRITTLE,14,6,84
C1040,05/06/2024,INV45448O,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,14,13,182
C1051,05/06/2024,INV45448P,CT4923568,PLANT-BASED MINI COOKIES,9,9,45
C1062,05/06/2024,INV45448Q,CT8152376,DIY COOKIE MIX,11,14,154
C1070,05/06/2024,INV45448R,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,7,12,84
C1075,05/06/2024,INV45448S,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,12,13,156
C1084,05/06/2024,INV45448T,CT8641935,FREEZE-DRIED FRUIT CHIPS,7,8,56
C1006,06/06/2024,INV45449U,CT5347126,GLUTEN-FREE BROWNIE BITES,8,11,88
C1008,06/06/2024,INV45449V,CT8152376,DIY COOKIE MIX,7,14,98
C1027,06/06/2024,INV45449W,CT3825961,MAPLE-CRUSTED PECANS,6,10,60
C1059,06/06/2024,INV45449X,CT9564237,PLANT-BASED MINI COOKIES,7,9,63
C1062,06/06/2024,INV45449Y,CT4923568,MINI COOKIE POUCH,16,5,80
C1018,07/06/2024,INV45450Z,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,8,12,96
C1021,07/06/2024,INV45450A,CT4923568,MINI COOKIE POUCH,11,5,55
C1021,07/06/2024,INV45450B,CT8641935,FREEZE-DRIED FRUIT CHIPS,13,8,104
C1032,07/06/2024,INV45450C,CT4923568,MINI COOKIE POUCH,6,5,30
C1039,07/06/2024,INV45450D,CT4923568,MINI COOKIE POUCH,9,5,45
C1052,07/06/2024,INV45450E,CT3981567,GLUTEN-FREE BROWNIE BITES,5,11,30
C1054,07/06/2024,INV45450F,CT8712654,BROWNIE BITES,9,7,63
C1057,07/06/2024,INV45450G,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,9,13,117
C1059,07/06/2024,INV45450H,CT3825961,MAPLE-CRUSTED PECANS,12,10,120
C1067,07/06/2024,INV45450I,CT8712654,BROWNIE BITES,5,7,35
C1011,08/06/2024,INV45451J,CT4923568,MINI COOKIE POUCH,9,5,45
C1027,08/06/2024,INV45451K,CT8152376,DIY COOKIE MIX,6,14,84
C1039,08/06/2024,INV45451L,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,7,12,84
C1072,08/06/2024,INV45451M,CT8641935,FREEZE-DRIED FRUIT CHIPS,8,8,64
C1074,08/06/2024,INV45451N,CT9564237,PLANT-BASED MINI COOKIES,6,9,54
C1004,09/06/2024,INV45452O,CT8152376,DIY COOKIE MIX,5,14,70
C1013,09/06/2024,INV45452P,CT8641935,FREEZE-DRIED FRUIT CHIPS,17,8,136
C1017,09/06/2024,INV45452Q,CT8152376,PLANT-BASED MINI COOKIES,5,9,70
C1018,09/06/2024,INV45452R,CT3825961,MAPLE-CRUSTED PECANS,6,10,60
C1018,09/06/2024,INV45452S,CT8641935,FREEZE-DRIED FRUIT CHIPS,8,8,64
C1031,09/06/2024,INV45452T,CT5347126,GLUTEN-FREE BROWNIE BITES,6,11,66
C1043,09/06/2024,INV45452U,CT4923568,MINI COOKIE POUCH,9,5,45
C1046,09/06/2024,INV45452V,CT8152376,DIY COOKIE MIX,7,14,98
C1057,09/06/2024,INV45452W,CT3825961,MAPLE-CRUSTED PECANS,7,10,70
C1058,09/06/2024,INV45452X,CT4923568,MINI COOKIE POUCH,5,5,25
C1073,09/06/2024,INV45452Y,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,16,12,192
C1026,10/06/2024,INV45453Z,CT8641935,FREEZE-DRIED FRUIT CHIPS,12,8,96
C1028,10/06/2024,INV45453A,CT8641935,FREEZE-DRIED FRUIT CHIPS,9,8,72
C1029,10/06/2024,INV45453B,CT5347126,GLUTEN-FREE BROWNIE BITES,13,11,143
C1030,10/06/2024,INV45453C,CT5347126,GLUTEN-FREE BROWNIE BITES,13,11,143
C1051,10/06/2024,INV45453D,CT6193754,PLANT-BASED MINI COOKIES,8,9,96
C1053,10/06/2024,INV45453E,CT3981567,HONEY-ROASTED ALMOND BRITTLE,7,6,42
C1072,10/06/2024,INV45453F,CT3825961,MAPLE-CRUSTED PECANS,6,10,60
C1009,11/06/2024,INV45454G,CT3825961,MAPLE-CRUSTED PECANS,9,10,90
C1022,11/06/2024,INV45454H,CT8712654,PLANT-BASED MINI COOKIES,10,9,70
C1034,11/06/2024,INV45454I,CT3825961,MAPLE-CRUSTED PECANS,14,10,140
C1044,11/06/2024,INV45454J,CT3981567,HONEY-ROASTED ALMOND BRITTLE,14,6,84
C1051,11/06/2024,INV45454K,CT2671398,PLANT-BASED MINI COOKIES,7,9,91
C1054,11/06/2024,INV45454L,CT3825961,MAPLE-CRUSTED PECANS,8,10,80
C1064,11/06/2024,INV45454M,CT4923568,MINI COOKIE POUCH,11,5,55
C1069,11/06/2024,INV45454N,CT8152376,DIY COOKIE MIX,13,14,182
C1069,11/06/2024,INV45454O,CT8641935,FREEZE-DRIED FRUIT CHIPS,15,8,120
C1072,11/06/2024,INV45454P,CT8712654,BROWNIE BITES,10,7,70
C1076,11/06/2024,INV45454Q,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,8,12,96
C1005,12/06/2024,INV45455R,CT8152376,DIY COOKIE MIX,8,14,112
C1025,12/06/2024,INV45455S,CT3825961,MAPLE-CRUSTED PECANS,10,10,100
C1029,12/06/2024,INV45455T,CT3825961,MAPLE-CRUSTED PECANS,11,10,110
C1032,12/06/2024,INV45455U,CT8641935,FREEZE-DRIED FRUIT CHIPS,9,8,72
C1039,12/06/2024,INV45455V,CT3981567,HONEY-ROASTED ALMOND BRITTLE,9,6,54
C1054,12/06/2024,INV45455W,CT8712654,BROWNIE BITES,9,7,63
